subscriber_id,subscriber_name,city,zone,plan_type,plan_name,monthly_charge,activation_date,status
SUB_04082,Ali Al Qassimi,Ajman,Zone 3,Prepaid,Basic,67.31,2023-09-22,Active
SUB_04083,Noor Al Maktoum,Sharjah,Zone 3,Postpaid,Basic,58.93,2024-08-11,Active
SUB_04084,Omar Al Mansouri,Sharjah,Zone 7,Postpaid,Standard,118.3,2023-11-15,Churned
SUB_04085,Hana Al Maktoum,Dubai,Zone 6,Prepaid,Standard,165.61,2024-07-06,Active
SUB_04086,Aisha Al Falasi,Dubai,Zone 4,Postpaid,Premium,210.0,2023-10-15,Active
SUB_04087,Fatima Al Kindi,Dubai,Zone 1,Prepaid,Standard,127.16,2023-09-08,Active
SUB_04088,Leila Al Qassimi,Abu Dhabi,Zone 2,Prepaid,Basic,91.38,2025-08-02,Active
SUB_04089,Leila Al Qassimi,Dubai,Zone 4,Postpaid,Standard,185.68,2024-09-30,Churned
SUB_04090,Fatima Al Kindi,Dubai,Zone 6,Prepaid,Standard,114.85,2023-10-03,Active
SUB_04091,Fatima Al Maktoum,Abu Dhabi,Zone 7,Prepaid,Premium,226.18,2023-10-02,Active
SUB_04092,Ahmed Al Kindi,Dubai,Zone 5,Prepaid,Premium,299.6,2024-12-17,Active
SUB_04093,Noor Al Falasi,Abu Dhabi,Zone 6,Prepaid,Standard,138.61,2024-09-21,Active
SUB_04094,Ali Al Falasi,Abu Dhabi,Zone 1,Prepaid,Basic,68.08,2024-11-24,Active
SUB_04095,Noor Al Mansouri,Dubai,Zone 3,Prepaid,Standard,193.68,2023-10-03,Suspended
SUB_04096,Fatima Al Qassimi,Dubai,Zone 2,Prepaid,Standard,142.81,2024-11-07,Active
SUB_04097,Fatima Al Mansouri,Ajman,Zone 6,Prepaid,Basic,66.5,2024-11-03,Active
SUB_04098,Ahmed Al Kindi,Dubai,Zone 2,Prepaid,Basic,78.81,2024-07-20,Active
SUB_04099,Noor Al Maktoum,Abu Dhabi,Zone 6,Prepaid,Standard,145.09,2024-03-18,Active
SUB_04100,Hana Al Maktoum,Abu Dhabi,Zone 1,Postpaid,Basic,73.86,2025-08-08,Churned
SUB_04101,Mohammed Al Mansouri,Abu Dhabi,Zone 5,Postpaid,Standard,116.87,2025-02-27,Active
SUB_04102,Ahmed Al Mansouri,Ajman,Zone 8,Postpaid,Basic,54.8,2023-10-01,Active
SUB_04103,Fatima Al Maktoum,Abu Dhabi,Zone 5,Postpaid,Standard,107.33,2025-01-14,Active
SUB_04104,Noor Al Maktoum,Sharjah,Zone 7,Postpaid,Standard,190.59,2023-11-12,Active
SUB_04105,Omar Al Falasi,Fujairah,Zone 8,Postpaid,Premium,260.9,2024-01-07,Active
SUB_04106,Hassan Al Falasi,Sharjah,Zone 4,Prepaid,Basic,53.71,2024-05-29,Active
SUB_04107,Leila Al Falasi,Abu Dhabi,Zone 4,Postpaid,Basic,54.0,2023-12-01,Active
SUB_04108,Mohammed Al Maktoum,Abu Dhabi,Zone 8,Prepaid,Basic,82.6,2023-09-17,Active
SUB_04109,Ahmed Al Falasi,Sharjah,Zone 6,Prepaid,Standard,169.55,2024-02-12,Active
SUB_04110,Hassan Al Kindi,Sharjah,Zone 8,Postpaid,Premium,297.31,2024-06-04,Active
SUB_04111,Hana Al Maktoum,Abu Dhabi,Zone 4,Prepaid,Basic,97.04,2024-01-01,Active
SUB_04112,Ali Al Maktoum,Dubai,Zone 2,Postpaid,Premium,290.39,2023-11-02,Suspended
SUB_04113,Omar Al Qassimi,Ajman,Zone 5,Prepaid,Premium,228.26,2024-03-02,Active
SUB_04114,Noor Al Qassimi,Dubai,Zone 3,Postpaid,Basic,61.66,2025-03-13,Churned
SUB_04115,Ahmed Al Maktoum,Sharjah,Zone 2,Postpaid,Basic,79.3,2024-08-13,Active
SUB_04116,Ahmed Al Qassimi,Dubai,Zone 8,Postpaid,Basic,90.38,2024-11-03,Active
SUB_04117,Ali Al Kindi,Dubai,Zone 8,Prepaid,Standard,179.95,2024-10-22,Active
SUB_04118,Leila Al Mansouri,Sharjah,Zone 1,Prepaid,Standard,100.12,2024-06-04,Active
SUB_04119,Hassan Al Falasi,Dubai,Zone 7,Prepaid,Premium,245.93,2024-01-29,Active
SUB_04120,Omar Al Falasi,Dubai,Zone 7,Prepaid,Standard,129.77,2024-05-07,Active
SUB_04121,Noor Al Falasi,Abu Dhabi,Zone 5,Postpaid,Basic,94.24,2025-05-09,Active
SUB_04122,Omar Al Maktoum,Abu Dhabi,Zone 7,Postpaid,Unlimited,483.58,2024-05-29,Active
SUB_04123,Ahmed Al Qassimi,Fujairah,Zone 6,Prepaid,Basic,51.65,2024-06-18,Active
SUB_04124,Aisha Al Qassimi,Abu Dhabi,Zone 6,Prepaid,Basic,84.95,2024-04-14,Active
SUB_04125,Aisha Al Mansouri,Dubai,Zone 7,Prepaid,Basic,98.75,2024-01-08,Suspended
SUB_04126,Omar Al Kindi,Dubai,Zone 3,Postpaid,Standard,196.29,2024-05-14,Active
SUB_04127,Fatima Al Mansouri,Dubai,Zone 6,Prepaid,Standard,113.74,2024-07-15,Active
SUB_04128,Aisha Al Qassimi,Dubai,Zone 4,Prepaid,Premium,207.43,2024-07-25,Active
SUB_04129,Noor Al Falasi,Abu Dhabi,Zone 1,Prepaid,Premium,226.89,2024-08-15,Active
SUB_04130,Fatima Al Maktoum,Abu Dhabi,Zone 3,Postpaid,Premium,269.4,2023-09-18,Active
SUB_04131,Aisha Al Falasi,Dubai,Zone 5,Postpaid,Premium,235.22,2025-05-20,Active
SUB_04132,Hana Al Kindi,Abu Dhabi,Zone 5,Postpaid,Standard,191.62,2023-11-12,Active
SUB_04133,Hassan Al Kindi,Dubai,Zone 6,Postpaid,Premium,291.76,2024-08-16,Active
SUB_04134,Ali Al Falasi,Dubai,Zone 7,Prepaid,Standard,124.8,2024-09-04,Active
SUB_04135,Ali Al Qassimi,Abu Dhabi,Zone 4,Prepaid,Standard,130.74,2024-11-18,Active
SUB_04136,Fatima Al Qassimi,Dubai,Zone 2,Prepaid,Premium,259.33,2023-11-30,Active
SUB_04137,Noor Al Maktoum,Sharjah,Zone 4,Prepaid,Unlimited,475.07,2024-11-17,Active
SUB_04138,Ali Al Kindi,Abu Dhabi,Zone 8,Prepaid,Basic,64.25,2023-12-29,Active
SUB_04139,Ali Al Falasi,Dubai,Zone 5,Postpaid,Unlimited,352.58,2023-09-16,Active
SUB_04140,Hassan Al Maktoum,Abu Dhabi,Zone 3,Prepaid,Premium,233.68,2023-12-10,Active
SUB_04141,Hana Al Kindi,Dubai,Zone 7,Postpaid,Premium,219.25,2024-04-07,Active
SUB_04142,Aisha Al Kindi,Ajman,Zone 5,Postpaid,Standard,109.98,2025-02-28,Active
SUB_04143,Fatima Al Mansouri,Fujairah,Zone 8,Prepaid,Standard,112.91,2025-02-12,Active
SUB_04144,Fatima Al Falasi,Ajman,Zone 1,Postpaid,Basic,73.95,2024-10-04,Churned
SUB_04145,Hassan Al Qassimi,Sharjah,Zone 4,Postpaid,Basic,64.35,2024-06-12,Active
SUB_04146,Hana Al Qassimi,Sharjah,Zone 8,Prepaid,Premium,320.05,2025-03-26,Active
SUB_04147,Mohammed Al Mansouri,Abu Dhabi,Zone 4,Postpaid,Basic,50.51,2024-10-03,Active
SUB_04148,Ali Al Kindi,Dubai,Zone 7,Prepaid,Standard,184.83,2024-07-14,Active
SUB_04149,Fatima Al Maktoum,Sharjah,Zone 4,Prepaid,Premium,284.99,2025-07-11,Active
SUB_04150,Mohammed Al Qassimi,Dubai,Zone 2,Postpaid,Standard,113.64,2025-04-13,Active
SUB_04151,Aisha Al Falasi,Abu Dhabi,Zone 6,Postpaid,Premium,328.77,2024-08-09,Churned
SUB_04152,Hassan Al Kindi,Dubai,Zone 7,Prepaid,Standard,119.03,2023-12-21,Churned
SUB_04153,Hana Al Falasi,Dubai,Zone 1,Prepaid,Standard,155.54,2024-05-25,Active
SUB_04154,Fatima Al Kindi,Dubai,Zone 4,Prepaid,Standard,194.44,2024-11-14,Active
SUB_04155,Hana Al Kindi,Dubai,Zone 5,Prepaid,Basic,59.46,2024-09-07,Churned
SUB_04156,Omar Al Falasi,Abu Dhabi,Zone 4,Postpaid,Standard,108.46,2024-12-23,Suspended
SUB_04157,Hassan Al Kindi,Abu Dhabi,Zone 6,Prepaid,Standard,104.81,2025-01-11,Active
SUB_04158,Ali Al Maktoum,Abu Dhabi,Zone 4,Prepaid,Basic,91.44,2025-02-28,Active
SUB_04159,Mohammed Al Mansouri,Abu Dhabi,Zone 4,Prepaid,Standard,119.49,2024-04-27,Active
SUB_04160,Ali Al Maktoum,Sharjah,Zone 5,Prepaid,Standard,140.66,2023-10-07,Active
SUB_04161,Fatima Al Mansouri,Abu Dhabi,Zone 5,Prepaid,Premium,234.8,2024-05-04,Active
SUB_04162,Noor Al Falasi,Abu Dhabi,Zone 7,Postpaid,Unlimited,467.21,2024-02-02,Active
SUB_04163,Ahmed Al Mansouri,Dubai,Zone 6,Prepaid,Basic,85.54,2025-03-17,Active
SUB_04164,Noor Al Qassimi,Abu Dhabi,Zone 7,Postpaid,Premium,312.99,2025-06-18,Active
SUB_04165,Mohammed Al Mansouri,Abu Dhabi,Zone 8,Prepaid,Basic,71.91,2024-10-20,Active
SUB_04166,Fatima Al Falasi,Sharjah,Zone 5,Prepaid,Premium,228.25,2025-07-01,Active
SUB_04167,Ali Al Maktoum,Dubai,Zone 6,Prepaid,Standard,105.84,2024-12-18,Suspended
SUB_04168,Hassan Al Qassimi,Sharjah,Zone 1,Prepaid,Standard,116.34,2024-01-14,Active
SUB_04169,Noor Al Qassimi,Fujairah,Zone 7,Postpaid,Standard,139.08,2025-02-04,Active
SUB_04170,Leila Al Qassimi,Abu Dhabi,Zone 3,Prepaid,Basic,59.95,2025-03-25,Active
SUB_04171,Hassan Al Maktoum,Ajman,Zone 4,Postpaid,Basic,50.47,2025-07-23,Suspended
SUB_04172,Mohammed Al Qassimi,Dubai,Zone 7,Prepaid,Basic,78.68,2025-04-20,Active
SUB_04173,Aisha Al Maktoum,Abu Dhabi,Zone 1,Prepaid,Premium,234.46,2024-12-27,Active
SUB_04174,Aisha Al Qassimi,Sharjah,Zone 7,Prepaid,Premium,270.27,2025-05-31,Active
SUB_04175,Fatima Al Falasi,Sharjah,Zone 8,Prepaid,Premium,254.78,2025-07-29,Active
SUB_04176,Leila Al Falasi,Ajman,Zone 3,Prepaid,Basic,88.8,2023-11-23,Active
SUB_04177,Noor Al Qassimi,Sharjah,Zone 6,Prepaid,Unlimited,387.37,2025-06-11,Churned
SUB_04178,Mohammed Al Qassimi,Abu Dhabi,Zone 6,Prepaid,Premium,231.59,2025-05-20,Active
SUB_04179,Mohammed Al Maktoum,Abu Dhabi,Zone 5,Postpaid,Unlimited,472.41,2025-02-15,Suspended
SUB_04180,Aisha Al Mansouri,Dubai,Zone 4,Prepaid,Basic,63.54,2025-03-27,Active
SUB_04181,Ahmed Al Maktoum,Dubai,Zone 5,Prepaid,Standard,145.85,2023-12-22,Active
SUB_04182,Ahmed Al Mansouri,Sharjah,Zone 8,Postpaid,Basic,85.88,2025-02-22,Active
SUB_04183,Mohammed Al Qassimi,Sharjah,Zone 1,Prepaid,Standard,188.11,2025-06-10,Active
SUB_04184,Leila Al Falasi,Dubai,Zone 5,Postpaid,Premium,299.08,2024-01-27,Suspended
SUB_04185,Leila Al Mansouri,Abu Dhabi,Zone 8,Prepaid,Premium,296.33,2024-03-19,Active
SUB_04186,Hana Al Qassimi,Abu Dhabi,Zone 7,Postpaid,Premium,215.88,2023-12-02,Suspended
SUB_04187,Mohammed Al Qassimi,Dubai,Zone 1,Prepaid,Premium,257.95,2023-10-23,Active
SUB_04188,Hassan Al Maktoum,Sharjah,Zone 8,Prepaid,Premium,223.11,2023-09-15,Active
SUB_04189,Leila Al Maktoum,Dubai,Zone 6,Prepaid,Premium,275.87,2025-06-04,Active
SUB_04190,Mohammed Al Maktoum,Abu Dhabi,Zone 6,Postpaid,Standard,159.88,2023-12-19,Active
SUB_04191,Hana Al Falasi,Dubai,Zone 7,Postpaid,Basic,87.91,2024-10-24,Active
SUB_04192,Ali Al Kindi,Sharjah,Zone 3,Prepaid,Standard,194.72,2024-03-29,Active
SUB_04193,Aisha Al Maktoum,Sharjah,Zone 8,Prepaid,Premium,286.01,2025-05-22,Suspended
SUB_04194,Mohammed Al Mansouri,Abu Dhabi,Zone 3,Postpaid,Standard,108.45,2025-06-21,Active
SUB_04195,Fatima Al Kindi,Abu Dhabi,Zone 8,Postpaid,Standard,196.6,2025-06-27,Active
SUB_04196,Aisha Al Qassimi,Abu Dhabi,Zone 7,Prepaid,Basic,90.37,2023-11-19,Active
SUB_04197,Ahmed Al Mansouri,Abu Dhabi,Zone 8,Prepaid,Standard,185.51,2024-03-30,Active
SUB_04198,Ali Al Mansouri,Ajman,Zone 4,Postpaid,Standard,159.83,2024-08-13,Active
SUB_04199,Fatima Al Kindi,Fujairah,Zone 5,Postpaid,Standard,169.44,2025-02-07,Active
SUB_04200,Noor Al Qassimi,Dubai,Zone 2,Prepaid,Basic,74.7,2025-02-13,Suspended
SUB_04201,Mohammed Al Maktoum,Abu Dhabi,Zone 8,Postpaid,Premium,341.8,2024-11-21,Active
SUB_04202,Aisha Al Maktoum,Ajman,Zone 8,Postpaid,Standard,118.18,2025-07-18,Churned
SUB_04203,Hana Al Qassimi,Sharjah,Zone 3,Prepaid,Premium,221.65,2024-07-20,Active
SUB_04204,Mohammed Al Falasi,Ajman,Zone 6,Prepaid,Standard,168.51,2024-11-15,Active
SUB_04205,Noor Al Falasi,Dubai,Zone 4,Prepaid,Standard,190.88,2025-08-07,Active
SUB_04206,Hassan Al Maktoum,Dubai,Zone 4,Prepaid,Basic,98.81,2024-10-11,Active
SUB_04207,Ali Al Falasi,Abu Dhabi,Zone 1,Prepaid,Standard,130.47,2024-02-24,Active
SUB_04208,Leila Al Kindi,Dubai,Zone 6,Prepaid,Standard,101.17,2024-04-20,Active
SUB_04209,Ahmed Al Maktoum,Abu Dhabi,Zone 1,Postpaid,Premium,329.03,2023-11-19,Active
SUB_04210,Omar Al Kindi,Abu Dhabi,Zone 6,Postpaid,Basic,53.57,2024-09-22,Suspended
SUB_04211,Aisha Al Falasi,Ajman,Zone 8,Postpaid,Premium,238.61,2025-02-03,Active
SUB_04212,Omar Al Falasi,Abu Dhabi,Zone 4,Postpaid,Premium,223.99,2023-12-05,Active
SUB_04213,Hana Al Falasi,Dubai,Zone 4,Prepaid,Premium,240.2,2024-05-02,Active
SUB_04214,Leila Al Falasi,Sharjah,Zone 6,Postpaid,Premium,319.22,2025-02-26,Churned
SUB_04215,Hana Al Kindi,Sharjah,Zone 3,Prepaid,Premium,202.63,2025-05-18,Active
SUB_04216,Omar Al Qassimi,Abu Dhabi,Zone 2,Prepaid,Basic,57.09,2023-11-28,Active
SUB_04217,Mohammed Al Mansouri,Abu Dhabi,Zone 6,Postpaid,Premium,285.91,2025-02-28,Active
SUB_04218,Mohammed Al Kindi,Dubai,Zone 5,Postpaid,Premium,217.55,2024-09-12,Suspended
SUB_04219,Omar Al Maktoum,Dubai,Zone 1,Postpaid,Standard,115.16,2024-09-17,Active
SUB_04220,Hana Al Kindi,Dubai,Zone 7,Prepaid,Basic,61.63,2024-12-01,Active
SUB_04221,Leila Al Maktoum,Abu Dhabi,Zone 7,Postpaid,Premium,225.85,2023-11-10,Active
SUB_04222,Ali Al Maktoum,Abu Dhabi,Zone 1,Prepaid,Unlimited,414.72,2025-05-23,Active
SUB_04223,Hana Al Qassimi,Dubai,Zone 1,Prepaid,Standard,164.63,2024-01-22,Active
SUB_04224,Hana Al Mansouri,Dubai,Zone 4,Postpaid,Premium,230.71,2025-04-21,Active
SUB_04225,Aisha Al Kindi,Dubai,Zone 1,Prepaid,Unlimited,356.54,2023-12-30,Suspended
SUB_04226,Hassan Al Maktoum,Dubai,Zone 3,Prepaid,Standard,106.42,2023-10-21,Active
SUB_04227,Fatima Al Maktoum,Sharjah,Zone 3,Postpaid,Standard,109.44,2025-02-12,Active
SUB_04228,Fatima Al Qassimi,Ajman,Zone 5,Prepaid,Unlimited,426.7,2025-04-15,Active
SUB_04229,Hana Al Kindi,Ajman,Zone 3,Prepaid,Basic,93.49,2024-01-30,Active
SUB_04230,Omar Al Kindi,Abu Dhabi,Zone 8,Prepaid,Unlimited,498.72,2024-10-07,Active
SUB_04231,Ahmed Al Mansouri,Sharjah,Zone 2,Prepaid,Premium,279.63,2024-11-13,Active
SUB_04232,Hassan Al Kindi,Abu Dhabi,Zone 1,Postpaid,Basic,69.47,2024-09-30,Active
SUB_04233,Mohammed Al Mansouri,Dubai,Zone 1,Postpaid,Standard,179.46,2025-02-08,Active
SUB_04234,Noor Al Kindi,Dubai,Zone 8,Prepaid,Basic,72.11,2024-02-18,Active
SUB_04235,Leila Al Maktoum,Dubai,Zone 6,Prepaid,Premium,278.12,2024-07-07,Active
SUB_04236,Omar Al Qassimi,Sharjah,Zone 7,Prepaid,Standard,174.89,2025-04-09,Active
SUB_04237,Noor Al Falasi,Dubai,Zone 3,Prepaid,Premium,232.66,2023-10-04,Suspended
SUB_04238,Mohammed Al Mansouri,Dubai,Zone 3,Prepaid,Unlimited,457.23,2024-05-19,Active
SUB_04239,Mohammed Al Maktoum,Abu Dhabi,Zone 2,Postpaid,Unlimited,379.0,2025-07-22,Active
SUB_04240,Ali Al Mansouri,Dubai,Zone 1,Prepaid,Premium,242.65,2023-11-21,Suspended
SUB_04241,Ali Al Kindi,Abu Dhabi,Zone 4,Postpaid,Premium,319.38,2025-04-15,Active
SUB_04242,Ali Al Falasi,Sharjah,Zone 2,Postpaid,Standard,109.0,2023-11-18,Active
SUB_04243,Leila Al Maktoum,Sharjah,Zone 7,Prepaid,Basic,79.41,2023-12-09,Active
SUB_04244,Noor Al Qassimi,Sharjah,Zone 2,Postpaid,Basic,82.58,2024-02-29,Active
SUB_04245,Aisha Al Mansouri,Dubai,Zone 1,Postpaid,Basic,52.85,2024-05-23,Active
SUB_04246,Omar Al Falasi,Sharjah,Zone 1,Prepaid,Unlimited,460.63,2025-02-17,Suspended
SUB_04247,Ahmed Al Mansouri,Dubai,Zone 1,Prepaid,Basic,67.39,2025-01-19,Active
SUB_04248,Mohammed Al Kindi,Ajman,Zone 6,Postpaid,Basic,59.67,2024-06-29,Active
SUB_04249,Aisha Al Mansouri,Abu Dhabi,Zone 1,Prepaid,Standard,132.18,2025-06-22,Active
SUB_04250,Hana Al Maktoum,Abu Dhabi,Zone 5,Postpaid,Premium,236.64,2024-02-13,Active
SUB_04251,Aisha Al Kindi,Sharjah,Zone 1,Postpaid,Premium,340.3,2024-01-20,Active
SUB_04252,Mohammed Al Falasi,Ajman,Zone 3,Postpaid,Standard,166.0,2024-01-08,Active
SUB_04253,Noor Al Mansouri,Ajman,Zone 1,Postpaid,Unlimited,417.67,2024-02-09,Active
SUB_04254,Omar Al Maktoum,Abu Dhabi,Zone 8,Prepaid,Basic,87.81,2024-12-02,Churned
SUB_04255,Aisha Al Maktoum,Dubai,Zone 4,Prepaid,Premium,332.3,2024-03-13,Active
SUB_04256,Noor Al Falasi,Dubai,Zone 4,Prepaid,Standard,121.45,2024-03-31,Active
SUB_04257,Omar Al Mansouri,Sharjah,Zone 6,Prepaid,Premium,295.25,2023-11-01,Active
SUB_04258,Hassan Al Falasi,Sharjah,Zone 3,Prepaid,Standard,139.76,2025-04-23,Active
SUB_04259,Aisha Al Falasi,Dubai,Zone 5,Postpaid,Standard,196.51,2025-04-19,Active
SUB_04260,Ahmed Al Mansouri,Dubai,Zone 4,Prepaid,Unlimited,373.26,2024-03-09,Active
SUB_04261,Mohammed Al Maktoum,Abu Dhabi,Zone 4,Prepaid,Basic,85.84,2025-03-05,Active
SUB_04262,Fatima Al Kindi,Dubai,Zone 4,Prepaid,Standard,134.93,2025-01-29,Suspended
SUB_04263,Leila Al Kindi,Abu Dhabi,Zone 2,Prepaid,Standard,152.84,2024-09-09,Active
SUB_04264,Ahmed Al Falasi,Dubai,Zone 8,Prepaid,Standard,149.3,2025-05-03,Active
SUB_04265,Ahmed Al Falasi,Abu Dhabi,Zone 6,Postpaid,Premium,323.83,2025-02-18,Active
SUB_04266,Ahmed Al Kindi,Dubai,Zone 2,Postpaid,Premium,328.45,2024-11-09,Active
SUB_04267,Aisha Al Mansouri,Sharjah,Zone 3,Prepaid,Standard,146.71,2024-05-10,Churned
SUB_04268,Omar Al Mansouri,Sharjah,Zone 8,Postpaid,Standard,191.82,2025-04-17,Active
SUB_04269,Hana Al Kindi,Abu Dhabi,Zone 7,Prepaid,Standard,157.96,2024-02-09,Active
SUB_04270,Aisha Al Kindi,Dubai,Zone 5,Prepaid,Premium,252.49,2024-03-17,Suspended
SUB_04271,Mohammed Al Mansouri,Abu Dhabi,Zone 3,Postpaid,Basic,85.07,2024-07-19,Suspended
SUB_04272,Hana Al Falasi,Abu Dhabi,Zone 7,Postpaid,Premium,314.56,2023-11-21,Active
SUB_04273,Hana Al Kindi,Abu Dhabi,Zone 2,Postpaid,Basic,56.92,2024-05-07,Active
SUB_04274,Aisha Al Qassimi,Fujairah,Zone 3,Prepaid,Premium,251.51,2024-12-23,Suspended
SUB_04275,Noor Al Qassimi,Sharjah,Zone 7,Prepaid,Standard,162.83,2025-07-30,Active
SUB_04276,Leila Al Qassimi,Sharjah,Zone 3,Postpaid,Standard,157.93,2023-11-25,Active
SUB_04277,Ahmed Al Falasi,Dubai,Zone 5,Postpaid,Premium,294.11,2025-03-15,Suspended
SUB_04278,Noor Al Falasi,Sharjah,Zone 7,Postpaid,Premium,288.54,2024-10-01,Active
SUB_04279,Fatima Al Falasi,Abu Dhabi,Zone 7,Postpaid,Premium,272.66,2024-01-11,Active
SUB_04280,Ahmed Al Kindi,Dubai,Zone 8,Prepaid,Standard,130.7,2023-09-12,Active
SUB_04281,Leila Al Qassimi,Dubai,Zone 6,Prepaid,Basic,84.28,2024-01-02,Active
SUB_04282,Ali Al Falasi,Abu Dhabi,Zone 5,Prepaid,Basic,53.76,2024-03-05,Active
SUB_04283,Aisha Al Kindi,Abu Dhabi,Zone 5,Postpaid,Premium,216.88,2024-04-22,Active
SUB_04284,Aisha Al Qassimi,Abu Dhabi,Zone 8,Prepaid,Unlimited,427.85,2023-11-02,Churned
SUB_04285,Hana Al Maktoum,Abu Dhabi,Zone 7,Postpaid,Premium,309.96,2024-02-06,Active
SUB_04286,Hassan Al Mansouri,Sharjah,Zone 7,Postpaid,Standard,129.3,2023-12-19,Active
SUB_04287,Hassan Al Mansouri,Sharjah,Zone 5,Postpaid,Premium,243.5,2025-07-29,Active
SUB_04288,Noor Al Maktoum,Abu Dhabi,Zone 7,Prepaid,Standard,187.58,2024-09-08,Active
SUB_04289,Mohammed Al Mansouri,Fujairah,Zone 1,Postpaid,Premium,224.6,2025-03-19,Active
SUB_04290,Leila Al Mansouri,Sharjah,Zone 7,Postpaid,Premium,260.03,2024-01-20,Active
SUB_04291,Noor Al Mansouri,Abu Dhabi,Zone 1,Postpaid,Standard,183.99,2025-02-06,Suspended
SUB_04292,Ali Al Kindi,Ajman,Zone 5,Postpaid,Premium,253.79,2025-04-24,Churned
SUB_04293,Aisha Al Mansouri,Sharjah,Zone 4,Prepaid,Standard,187.49,2025-06-27,Active
SUB_04294,Hana Al Falasi,Dubai,Zone 5,Prepaid,Basic,83.34,2024-02-02,Active
SUB_04295,Hassan Al Maktoum,Abu Dhabi,Zone 8,Prepaid,Premium,239.29,2025-04-22,Active
SUB_04296,Hassan Al Qassimi,Fujairah,Zone 7,Postpaid,Standard,198.42,2024-12-09,Active
SUB_04297,Ahmed Al Maktoum,Dubai,Zone 8,Prepaid,Standard,178.83,2025-07-26,Churned
SUB_04298,Ahmed Al Mansouri,Dubai,Zone 4,Prepaid,Basic,52.3,2024-08-20,Active
SUB_04299,Omar Al Falasi,Abu Dhabi,Zone 2,Prepaid,Basic,79.61,2023-12-07,Active
SUB_04300,Hana Al Maktoum,Dubai,Zone 1,Prepaid,Basic,95.56,2024-08-07,Active
SUB_04301,Omar Al Qassimi,Abu Dhabi,Zone 2,Postpaid,Standard,155.8,2024-01-08,Active
SUB_04302,Aisha Al Falasi,Dubai,Zone 5,Prepaid,Standard,143.2,2024-01-03,Active
SUB_04303,Ahmed Al Kindi,Sharjah,Zone 8,Postpaid,Premium,337.1,2025-07-20,Active
SUB_04304,Fatima Al Kindi,Abu Dhabi,Zone 8,Prepaid,Premium,224.3,2023-10-20,Active
SUB_04305,Ahmed Al Mansouri,Dubai,Zone 2,Postpaid,Standard,163.1,2025-01-12,Active
SUB_04306,Omar Al Qassimi,Dubai,Zone 2,Prepaid,Unlimited,357.14,2024-11-04,Active
SUB_04307,Ali Al Qassimi,Fujairah,Zone 5,Prepaid,Standard,113.15,2023-12-08,Active
SUB_04308,Ahmed Al Falasi,Abu Dhabi,Zone 8,Prepaid,Standard,127.43,2024-08-22,Active
SUB_04309,Omar Al Kindi,Sharjah,Zone 7,Postpaid,Premium,322.78,2024-07-21,Active
SUB_04310,Mohammed Al Qassimi,Dubai,Zone 1,Prepaid,Premium,256.67,2025-04-01,Churned
SUB_04311,Fatima Al Qassimi,Dubai,Zone 6,Prepaid,Standard,161.13,2024-05-19,Active
SUB_04312,Leila Al Maktoum,Abu Dhabi,Zone 6,Postpaid,Basic,96.62,2025-02-07,Active
SUB_04313,Mohammed Al Maktoum,Sharjah,Zone 2,Postpaid,Basic,80.45,2024-09-03,Active
SUB_04314,Aisha Al Maktoum,Abu Dhabi,Zone 5,Prepaid,Standard,143.96,2025-07-09,Active
SUB_04315,Ali Al Falasi,Dubai,Zone 5,Postpaid,Premium,272.06,2024-07-06,Active
SUB_04316,Ali Al Kindi,Sharjah,Zone 5,Prepaid,Premium,302.71,2024-09-09,Active
SUB_04317,Hana Al Kindi,Ajman,Zone 4,Prepaid,Basic,80.04,2024-09-08,Active
SUB_04318,Mohammed Al Mansouri,Dubai,Zone 4,Prepaid,Standard,153.44,2024-09-22,Suspended
SUB_04319,Ahmed Al Falasi,Abu Dhabi,Zone 2,Prepaid,Basic,98.47,2024-10-18,Active
SUB_04320,Hana Al Qassimi,Abu Dhabi,Zone 4,Postpaid,Basic,55.08,2023-12-07,Active
SUB_04321,Ahmed Al Mansouri,Abu Dhabi,Zone 4,Prepaid,Standard,139.44,2023-10-04,Active
SUB_04322,Mohammed Al Mansouri,Dubai,Zone 2,Prepaid,Standard,192.93,2024-04-12,Active
SUB_04323,Aisha Al Maktoum,Sharjah,Zone 8,Prepaid,Standard,149.47,2024-05-30,Active
SUB_04324,Ali Al Kindi,Dubai,Zone 4,Postpaid,Standard,161.75,2024-01-17,Active
SUB_04325,Hana Al Qassimi,Ajman,Zone 6,Postpaid,Standard,117.1,2023-12-19,Active
SUB_04326,Ali Al Maktoum,Abu Dhabi,Zone 6,Prepaid,Basic,57.0,2024-09-22,Active
SUB_04327,Fatima Al Falasi,Sharjah,Zone 2,Prepaid,Basic,98.87,2024-09-07,Active
SUB_04328,Leila Al Qassimi,Dubai,Zone 2,Prepaid,Standard,144.86,2025-06-13,Active
SUB_04329,Hana Al Mansouri,Sharjah,Zone 1,Prepaid,Standard,136.33,2023-12-04,Active
SUB_04330,Fatima Al Qassimi,Abu Dhabi,Zone 8,Postpaid,Premium,268.12,2024-11-06,Active
SUB_04331,Leila Al Maktoum,Abu Dhabi,Zone 6,Prepaid,Standard,163.86,2024-08-08,Active
SUB_04332,Mohammed Al Qassimi,Abu Dhabi,Zone 8,Postpaid,Standard,187.38,2024-10-10,Active
SUB_04333,Fatima Al Falasi,Sharjah,Zone 2,Prepaid,Premium,253.46,2024-10-05,Active
